ID_CI,ID_DELITO,ID_VICF,ID_TV,ID_TPM,SEXO,GENERO,POB,DISC,FHA_NAC,EDAD,NACIONAL,REL_VIC_VMARIO
4DC4CCE7-5F0B-4E36-B2F4-6E81C8ADC38B,006DE32A-89B1-4BDC-9128-624C7220AB1C,DDC8FE97-376E-4A0F-A77C-672226F77FE9,1,6,2,2,0,0,2008-07-31,16,73,10
0F0FEEFC-F974-4290-AA37-FA15C404F194,012B7DD2-A37C-4BFA-A99C-4F975C411E68,D2B0FE9B-1A0A-4911-9869-6C0C7F7A99A7,1,6,2,2,0,0,2021-05-19,4,73,1
F5FDE5FB-5FAF-4EEE-B840-5CBE586CC395,0260689F-3491-47AC-A77A-04F257740908,DD6DA9B3-6645-441A-BDED-3FDDEBF61029,1,6,1,1,0,0,1975-08-01,49,67,10
B62B1DB7-F4F6-4836-95EC-2AC2AF8DA16A,027838C7-1CFE-4678-A2DA-40CC38229176,4F9CEACD-BB87-4184-B840-E6C35ABFAD8A,3,6,3,3,0,0,2025-05-02,0,174,10
4A9A0F93-1726-4142-A641-57F1FC33F3E7,02EBC70A-AB8A-4E92-9DE0-EED804506A37,BB26E14D-512C-44D2-B784-D667F29340E2,1,6,1,1,0,0,2008-02-05,17,73,11
508EC999-166D-4742-8BD1-3D2A00278379,03651E42-6920-47A9-81DC-F8F60519A74B,41EEBA91-1E89-4311-84D6-015C48650E76,1,6,1,1,0,0,2013-05-18,12,73,11
508EC999-166D-4742-8BD1-3D2A00278379,03651E42-6920-47A9-81DC-F8F60519A74B,93A18914-B855-4946-944C-5E243F3E983A,1,6,1,1,0,0,2000-05-18,25,73,10
ED858BD3-BCCB-4460-A97F-BF5549F1A818,03A21C64-FACC-434E-8498-59AB9DEBA036,5A897521-A36D-4781-8FAC-F624939EE77F,1,6,2,2,0,0,1989-05-20,36,73,10
71F4184E-6477-435E-9CD0-49EAAD8472AC,03CB054C-0737-49EC-8559-BF856538F4F9,8348059D-02CA-4FE3-9F31-582672597D9E,1,6,1,1,0,0,1998-05-25,27,73,10
648659E8-90EB-48C8-BA04-FBDF8055D6F4,03F5F59E-B269-4A26-8241-46A84AAA0658,62E4753F-3971-4214-A7B8-77C0EF1F65C5,3,6,3,3,0,0,2025-05-31,0,174,10
8C90B13F-B36B-4E4C-AEDE-D23664E979A0,0477973E-6C10-4B09-8673-619643AAC862,D794C5B0-58F9-4D63-9236-A4E657D4E4F2,1,6,2,2,0,0,1976-02-08,49,73,3
8C90B13F-B36B-4E4C-AEDE-D23664E979A0,0477973E-6C10-4B09-8673-619643AAC862,C4611BC9-2A9B-4583-9500-930EA69A8223,1,6,2,2,0,0,2012-05-30,13,73,11
6A521BB1-DBC1-48FF-853F-A5F051890136,049FE3C4-3597-478B-A08D-56ED3DE57B03,67A47A65-764B-4B5A-A71D-2CF5B60A6CFB,1,6,2,2,0,0,2012-02-04,13,73,2
E7588F26-57B0-41A3-9B4A-CABDDD5C897F,04C7AF12-6E50-49A7-8E84-25903C111B00,AD1D772C-D149-4C60-9FA4-CECD6666C867,3,6,3,3,0,0,2025-05-16,0,174,10
242B47A9-54CF-472D-B483-6AD0F202A050,0599810F-F124-4FB8-B200-8F9E93BC965C,D8A5C988-B3C3-4B46-A7FA-E2555341C224,3,6,3,3,0,0,2025-05-21,0,174,10
1398F171-9335-4242-A0B5-9E34BE1A5BA5,05B24AD0-C355-47C4-8408-E5E527075EA7,508DF2F3-6349-4957-AB8A-2756524DD0A5,1,6,2,2,0,0,2008-01-28,17,73,9
0D56E38D-E60C-45E6-B03F-E74EFD705394,06180AD1-245E-470C-A5AE-5EDCA9C4EBAF,E6E07774-283E-4B5B-8968-889B489DDBAF,3,6,3,3,0,0,2025-05-04,0,174,10
